Router Name,Country Code,Bandwidth (KB/s),Uptime (Days),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit
LincolnComplex,US,6,1,71.80.196.242,71-80-196-242.dhcp.mdfd.or.charter.com,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
linoD4sup0Oeixwa1,HK,2,2,121.203.112.54,m121-203-112-54.smartone.com,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
Lithium,LT,1633,2,77.79.6.37,torsrv4.snydernet.net,443,80,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
LittleBrother,US,42,0,50.129.65.3,c-50-129-65-3.hsd1.il.comcast.net,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
littletono,DE,628,8,217.20.117.240,tor.zankt.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
LiveFreeBSD,GB,16,3,82.26.103.27,cpc7-colc6-2-0-cust26.7-4.cable.virginmedia.com,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.1.30 on OpenBSD i386,0,0
livefreeweb,US,12,0,108.87.98.221,108-87-98-221.lightspeed.snantx.sbcglobal.net,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
Liza,PL,1628,5,212.182.73.23,liza.umcs.lublin.pl,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD i386,0,0
lj63412,US,742,27,216.250.125.138,s15891034.onlinehome-server.com,443,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Windows 7  [server],0,0
lnouv,US,7,3,70.87.222.74,www.leisurenouveau.com,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
lobstertech,US,5372,15,66.55.144.151,zapata.lobstertech.com,443,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
locoinacapulco,CA,15,10,207.216.143.123,d207-216-143-123.bchsia.telus.net,8001,8030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin Power Macintosh,0,0
Log163,US,0,1,24.144.63.101,dhcp63-101.cable.conwaycorp.net,443,None,0,0,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
Logforme,SE,7,1,82.182.99.67,1-1-8-31a.msp.mlm.bostream.se,443,80,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
LolAwesomeComputer,SE,42,22,194.14.172.62,194-14-172-62.cust.pirateisp.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
LooseMoose,US,7,4,24.237.218.159,159-218-237-24.gci.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
LordBell,DE,406,18,85.25.120.14,loft1382.serverloft.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
lordhelmetstorrelay,NL,44,15,178.237.34.128,a4091.mcehosting.atom86.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.33 (git-8522652d8e9213d4) on Linux i686,0,0
lordinationmythos,AT,1,6,86.32.54.45,d86-32-54-45.cust.tele2.at,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
lordsputnik,DE,138,2,213.239.218.147,213-239-218-147.clients.your-server.de,9009,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
Love,US,0,1,63.228.41.23,63-228-41-23.mpls.qwest.net,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
love,DE,0,0,217.84.191.193,pD954BFC1.dip.t-dialin.net,9001,None,0,1,0,0,1,0,1,1,0,Tor 0.2.1.30 on Windows 98 SE (A),0,0
LoveGreen,GB,5,0,109.154.119.18,host109-154-119-18.range109-154.btcentralplus.com,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
LT100mbpsMVwin7,LT,90,1,178.16.45.90,client-178-16-45-90.inturbo.lt,9111,9222,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
ltclschmaltzcom,US,10,4,173.26.223.50,173-26-223-50.client.mchsi.com,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
lttlebro,US,5,0,174.127.115.238,174.127.115.238.static.midphase.com,1194,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
luckynumberslevin,DE,0,0,88.73.231.10,dslb-088-073-231-010.pools.arcor-ip.net,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
Lucna,US,10,9,98.142.47.54,98.142.47.54,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Windows XP Service Pack 3 [workstation],0,0
lucretious,US,1,0,75.163.153.144,75-163-153-144.clsp.qwest.net,1503,1720,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
lulu,US,30,38,128.32.153.66,dhcp-153-66.EECS.Berkeley.EDU,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on FreeBSD amd64,0,0
LunaticHaven,US,8,3,70.179.142.1,ip70-179-142-1.fv.ks.cox.net,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
luzitor,DE,1,21,78.46.32.98,static.98.32.46.78.clients.your-server.de,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
LV427,NZ,19,16,150.206.2.101,150.206.2.101,443,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Vista Service Pack 2 [server],0,0
m,DE,199,21,188.40.43.124,this-is-a-tor-relay.mgrpltd.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
M2000TOR,ES,2,21,80.174.16.140,80.174.16.140.dyn.user.ono.com,54321,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
M8Rbg9yak,US,3,6,67.169.7.4,67.169.7.4,9123,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
maatuska,SE,498,14,213.115.239.118,ehlo.4711.se,80,443,1,0,1,1,1,0,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on NetBSD i386,0,0
MachaLatte,JP,106,12,203.136.182.52,FL1-203-136-182-52.tky.mesh.ad.jp,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux i686,0,0
madrigal,US,9,19,98.242.93.99,c-98-242-93-99.hsd1.ga.comcast.net,80,443,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
magickVPS,GB,0,4,178.79.156.215,debian.keithdunnett.net,9001,None,0,0,0,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
magrathea,DE,106,11,85.214.123.111,paranoia-interactive.com,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
MahoroAndou,US,987,21,216.17.108.63,mahoro.ctgameinfo.com,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
mailus,DE,236,70,217.172.179.146,kronos.mailus.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.1.31 (git-8435cd95d2acc0c2) on Linux x86_64,0,0
MajorSkidmark,US,2,3,99.135.144.125,adsl-99-135-144-125.dsl.emhril.sbcglobal.net,9029,None,0,1,0,0,1,0,1,1,0,Tor 0.2.2.30-rc (git-085c9754ccae6cae) on Windows XP Service Pack 3 [workstation],0,0
Malice,RU,54,2,91.192.98.182,91.192.98.182,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
malighandar,FR,20,1,2.6.98.231,APoitiers-651-1-203-231.w2-6.abo.wanadoo.fr,17323,17324,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
mallory,GB,257,10,78.129.137.28,tor.slashsrv.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
Mallory,GB,12,37,94.194.62.153,94-194-62-153.zone8.bethere.co.uk,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.32 (git-84a279ff87e5bfea) on Linux i686,0,0
malpaso,RU,0,5,89.108.120.170,unknown-4918.agava.net,9090,None,0,1,0,0,1,0,1,1,0,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux i686,1,0
MamaTor,HR,647,4,193.198.207.31,193.198.207.31,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
mammon,DE,8,21,188.40.178.5,tor-exit-readme.mene.za.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
ManInTheMiddle,DE,64,0,46.182.18.245,is.this.supposed.to.be.useful,8080,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
manning,DE,11494,4,173.254.192.36,manning.torservers.net,443,80,0,1,1,0,0,0,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux x86_64,0,0
manzer,GB,33,14,109.74.206.12,li153-12.members.linode.com,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
marmaladejam,US,57,27,205.185.127.17,205.185.127.17,443,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.9-alpha (git-ba3267ad038b77ca) on Linux i686,0,0
marpszon2,PL,0,0,109.110.201.172,109-110-201-172.home.aster.pl,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
mars,US,21,20,70.171.228.234,ip70-171-228-234.tc.ph.cox.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
marv,FR,40,69,91.121.97.70,ns353524.ovh.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.31 (git-df8aa0a7943a6364) on Linux x86_64,0,0
marvin,DE,49,21,46.182.18.36,36-18-182-46.NbIServ.com,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux x86_64,0,0
MarxWasRight,US,70,0,68.97.141.60,ip68-97-141-60.ok.ok.cox.net,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
masnadiero,IT,0,0,79.19.240.244,host244-240-dynamic.19-79-r.retail.telecomitalia.it,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
masterfoo,US,33,22,207.192.74.254,masterfoo.zenlinux.com,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
matator,AT,329,5,86.59.21.251,86.59.21.251,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
Matlabmaster,NO,36,18,129.241.124.149,ns149a.studby.ntnu.no,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Vista Service Pack 2 [server],0,0
MattTor1,NL,367,63,62.212.74.208,hosted-by.leaseweb.com,9090,9091,0,0,1,0,0,1,1,1,1,Tor 0.2.2.32 (git-877e17749725ab88) on FreeBSD i386,0,0
MattTor2,NL,89,63,94.75.205.165,030.coretek.ru,9090,9091,0,0,1,0,0,1,1,1,1,Tor 0.2.2.32 (git-877e17749725ab88) on FreeBSD i386,0,0
MattTor3,NL,90,63,85.17.58.94,hosted-by.leaseweb.com,9090,9091,0,0,1,0,0,1,1,1,1,Tor 0.2.2.32 (git-877e17749725ab88) on FreeBSD i386,0,0
maximator,DE,255,22,212.112.242.159,anon-tor-proxy.maximator.org,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
Maydie,US,250,4,96.235.17.111,pool-96-235-17-111.pitbpa.fios.verizon.net,9001,9031,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
mblomdahl0,SE,3311,34,46.182.201.218,46.182.201.218.c.fiberdirekt.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.7-alpha (git-c2d03beb65d0c820) on Darwin x86_64,0,0
mbsd,UA,66,1,194.44.33.26,26.galnaftogas.com,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
mcmudflat,NZ,105,10,202.37.129.159,202.37.129.159,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
me,DK,5,0,80.167.172.245,x1-6-c4-3d-c7-27-c4-0a.k331.webspeed.dk,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
megabyte,US,7,43,24.161.18.138,cpe-24-161-18-138.hvc.res.rr.com,9090,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.2.32 (git-877e17749725ab88) on Linux i686,0,0
megarelay,RU,1829,1,46.73.228.116,ip-46-73-228-116.bb.netbynet.ru,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
megator1,US,35,18,207.192.70.250,mega-nerd.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
MeinServer2,DE,136,0,84.133.91.127,p54855B7F.dip.t-dialin.net,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
mela,MY,53,23,124.217.253.204,124.217.253.204,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.3.9-alpha (git-e44205ee6c3816b8) on Linux i686,0,0
mentor,US,21,0,72.14.177.164,janus.misfeature.net,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
menyouisanon,SE,9,10,84.55.121.130,84-55-121-130.customers.ownit.se,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux x86_64,0,0
mercutio22,BR,3,0,187.38.70.79,bb26464f.virtua.com.br,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
meres,IT,0,4,88.149.240.222,88-149-240-222.staticnet.ngi.it,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
mergeslittletornode,AT,29,31,62.178.156.192,chello062178156192.9.14.tuwien.teleweb.at,9002,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux i686,0,0
Merlin,CZ,3,0,80.243.111.159,159-111-243-80.cust.centrio.cz,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
meson,GB,3,4,78.143.221.94,dsl78-143-221-94.in-addr.fast.co.uk,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
Messiah,SE,47,68,89.233.213.145,edberg.eu,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux x86_64,0,0
metalmaniac253,US,0,0,173.48.157.163,pool-173-48-157-163.bstnma.fios.verizon.net,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7  [workstation],0,0
Metropol,UA,33,4,93.127.91.211,93-127-91-211.static.vega-ua.net,443,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.2.32 (git-877e17749725ab88) on Linux i686,0,0
michitor,DE,2048,1,178.63.1.138,eq4.michisoft.net,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
micksrelay,SE,4013,11,81.170.234.182,h-234-182.a189.priv.bahnhof.se,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
microlah,GB,0,0,94.23.153.225,haruna.kekesoft.org,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [server],0,0
MicsInTrees,DE,1465,22,188.40.137.161,static.161.137.40.188.clients.your-server.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
Middleman,CA,16,15,24.37.20.35,tor-proxy.ideogram.ca,443,9030,0,1,1,0,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
mike,BR,0,0,186.207.138.220,bacf8adc.virtua.com.br,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.32 (git-877e17749725ab88) on Windows 7  [workstation],0,0
miki,HU,1,0,80.98.18.126,catv-80-98-18-126.catv.broadband.hu,4568,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
minad,DE,2540,19,217.172.172.7,argon247.server4you.de,59001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
mindfields,DE,1656,19,188.138.104.156,static-ip-188-138-104-156.inaddr.ip-pool.com,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
minibofh,US,23,135,204.109.59.162,gwgy.x.rootbsd.net,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.30 on FreeBSD i386,0,0
MiniDonuts,US,6,2,72.130.76.188,cpe-72-130-76-188.socal.res.rr.com,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [server],0,0
minksyRvBiKe,AT,4334,16,131.130.199.36,131.130.199.36,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
minotor,US,102,1,96.245.196.173,pool-96-245-196-173.phlapa.fios.verizon.net,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.33 (git-8522652d8e9213d4) on Linux i686,0,0
MiRelay,SE,6,3,212.112.44.44,mail.gr8.se,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin Power Macintosh,0,0
mirrorendofinternet,DE,64,36,78.94.243.99,ip-78-94-243-99.unitymediagroup.de,54328,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.31 (git-8435cd95d2acc0c2) on Linux i686,0,0
mirsal,GB,54,21,178.79.141.108,vpn.mirsal.fr,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
Mischmaschine,DE,182,18,188.40.206.42,mischmaschine.wertarbyte.de,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
miss,JP,11,6,202.247.44.155,FLH1Aix155.aic.mesh.ad.jp,10020,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [server],0,0
Mistery,IT,30,11,109.168.18.199,199.18.168.109.dsl.static.ip.kpnqwest.it,9001,None,0,0,1,1,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
mit01,US,38,17,18.42.3.252,STS-01.MIT.EDU,443,22,0,0,1,0,1,0,1,1,1,Tor 0.2.3.5-alpha (git-1fac96f4c6c39956) on Linux i686,0,0
Mitsuki,US,0,18,72.2.69.211,72-2-69-211.suite224.net,9752,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
Miyuki,RU,58,3,77.41.66.33,host-77-41-66-33.qwerty.ru,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [server],0,0
Mjoelnir,DE,10,1,91.13.255.209,p5B0DFFD1.dip.t-dialin.net,1443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Server 2003 Service Pack 2 [server],0,0
moe,SG,69,4,216.12.198.83,moe.my3stooges.info,443,8080,0,0,1,1,0,1,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux i686,0,0
moldedchaff,US,0,17,75.57.126.59,adsl-75-57-126-59.dsl.emhril.sbcglobal.net,443,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin i386,0,0
momo,US,2,22,69.12.176.240,momo.blade.io,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.3.9-alpha (git-ba3267ad038b77ca) on Linux i686,0,0
momotaro,HK,200,4,117.18.75.235,117-18-75-235.sunnyvision.com,443,None,0,1,1,1,1,1,1,1,0,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux i686,0,0
Monotremu,RO,15,0,79.119.223.80,79-119-223-80.rdsnet.ro,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7  [workstation],0,0
Montium,DE,74,8,85.214.69.252,tor-proxy.fbunet.de,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
morales,DE,2616,3,74.120.12.140,morales.torservers.net,443,993,0,1,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux x86_64,0,0
morgas,LT,21,18,178.16.39.133,morgas.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
moria1,US,450,1,128.31.0.34,moria.csail.mit.edu,9101,9131,1,0,1,0,1,0,1,1,1,Tor 0.2.3.10-alpha-dev (git-ff03347579b3b43b) on Linux x86_64,0,0
morphium,DE,9285,5,91.143.90.25,this.is.a.Tor.server.please.see.tor.morphium.info,443,80,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
morphium2,DE,25,0,46.4.237.146,this.is.a.Tor.server.please.see.tor.morphium.info,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.3.8-alpha (git-da15c0cbd6638af3) on Linux i686,0,0
mortor,N/A,3,3,134.0.24.7,vsrv42812.customer.xenway.de,9001,None,0,1,0,0,0,0,1,1,0,Tor 0.2.1.30 on Linux x86_64,0,0
MoscoVV,RU,79,5,77.37.137.235,broadband-77-37-137-235.nationalcablenetworks.ru,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
moses,US,8,22,69.164.211.18,nsi.mirt.net,443,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
mostlymammals,US,37,11,69.164.195.37,mostlymammals.com,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
motmot,GB,45,36,137.205.124.35,motmot.csc.warwick.ac.uk,1720,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.32 (git-877e17749725ab88) on Linux x86_64,0,0
MountainOfFreedom,FR,6,9,82.225.147.145,mar92-5-82-225-147-145.fbx.proxad.net,8080,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
mouser,US,12,4,24.193.108.76,cpe-24-193-108-76.nyc.res.rr.com,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
MrBlair,GB,2,2,81.109.128.226,cpc1-heck6-2-0-cust225.4-1.cable.virginmedia.com,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
MrFrost,US,627,3,173.208.132.210,torsrvr.snydernet.net,443,80,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
mrkoolltor,UA,147,4,77.123.86.6,Compaq.zone46.ukrwest.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
mrkvotor,CZ,26,22,80.79.23.7,tor-proxy.bzzzwa.net,443,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
MrQ,DE,11,1,78.42.103.130,HSI-KBW-078-042-103-130.hsi3.kabel-badenwuerttemberg.de,29517,29518,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
MrShow,LU,392,0,46.166.131.114,46.166.131.114,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
